edad;ingresos;genero;ciudad;educacion
44;3525750;Femenino;CARTAGENA;Postgrado
55;6995893;Masculino;CARTAGENA;Secundaria
24;41371412;Femenino;CUCUTA;Pregrado
22;70733581;Femenino;BARRANQUILLA;Secundaria
60;13356280;Masculino;MEDELLIN;Postgrado
62;95914150;Femenino;PEREIRA;Pregrado
68;23698632;Masculino;CARTAGENA;Pregrado
48;86258862;Masculino;CARTAGENA;Secundaria
40;44973220;Femenino;CALI;Pregrado
59;45008484;Femenino;MANIZALES;Secundaria
27;30172887;Masculino;BOGOTA;Pregrado
49;29185772;Masculino;CUCUTA;Pregrado
60;94045270;Masculino;MEDELLIN;Pregrado
47;86683707;Femenino;CUCUTA;Pregrado
56;74087725;Femenino;PEREIRA;Secundaria
48;79604214;Masculino;CUCUTA;Postgrado
35;15849681;Femenino;BARRANQUILLA;Postgrado
53;25303467;Femenino;MANIZALES;Secundaria
19;81680750;Masculino;BUCARAMANGA;Secundaria
31;87740384;Masculino;CUCUTA;Pregrado
30;35715675;Masculino;BOGOTA;Postgrado
46;92287658;Masculino;CARTAGENA;Postgrado
29;94796173;Masculino;CARTAGENA;Secundaria
56;40836859;Femenino;CUCUTA;Postgrado
19;81061412;Masculino;PEREIRA;Pregrado
49;40081122;Femenino;BARRANQUILLA;Postgrado
30;62967003;Masculino;BUCARAMANGA;Secundaria
63;17821598;Masculino;CUCUTA;Pregrado
44;44078707;Masculino;BOGOTA;Secundaria
66;41199822;Masculino;BOGOTA;Pregrado
58;60993933;Masculino;SANTA MARTA;Pregrado
34;90433178;Femenino;MANIZALES;Postgrado
57;29070822;Masculino;CUCUTA;Pregrado
48;6969630;Femenino;BARRANQUILLA;Pregrado
51;6543714;Masculino;CALI;Secundaria
41;17474088;Femenino;BUCARAMANGA;Postgrado
62;8640641;Masculino;BUCARAMANGA;Pregrado
52;71862305;Femenino;SANTA MARTA;Secundaria
65;42328188;Masculino;CARTAGENA;Pregrado
23;79811694;Masculino;CARTAGENA;Secundaria
36;80971769;Masculino;CARTAGENA;Pregrado
47;75152380;Femenino;CARTAGENA;Secundaria
24;23262341;Masculino;SANTA MARTA;Pregrado
27;20314859;Masculino;PEREIRA;Postgrado
58;24353564;Masculino;PEREIRA;Postgrado
49;93351234;Masculino;CUCUTA;Secundaria
51;77919887;Femenino;BARRANQUILLA;Postgrado
45;55234811;Masculino;BARRANQUILLA;Secundaria
32;59975950;Masculino;SANTA MARTA;Secundaria
47;21917778;Masculino;BARRANQUILLA;Postgrado
54;9704347;Femenino;MANIZALES;Postgrado
46;38884951;Masculino;PEREIRA;Pregrado
39;22997094;Femenino;MANIZALES;Secundaria
21;37241879;Femenino;CALI;Pregrado
37;95797009;Femenino;BUCARAMANGA;Secundaria
49;69452878;Masculino;BOGOTA;Pregrado
53;89294100;Femenino;CARTAGENA;Pregrado
67;28073898;Masculino;PEREIRA;Postgrado
21;30863378;Masculino;SANTA MARTA;Secundaria
44;60553034;Femenino;BOGOTA;Postgrado
34;49592555;Femenino;BUCARAMANGA;Secundaria
29;29514788;Femenino;MEDELLIN;Postgrado
39;65616271;Masculino;SANTA MARTA;Pregrado
34;34899884;Masculino;PEREIRA;Pregrado
27;84472778;Femenino;CUCUTA;Pregrado
18;49464227;Femenino;MEDELLIN;Postgrado
39;86907989;Femenino;CALI;Postgrado
43;35091578;Masculino;CALI;Pregrado
35;24793569;Femenino;CUCUTA;Postgrado
67;21030136;Femenino;CALI;Postgrado
31;76767066;Masculino;CUCUTA;Secundaria
64;33144453;Femenino;BUCARAMANGA;Secundaria
46;3039307;Masculino;BUCARAMANGA;Pregrado
29;64829904;Femenino;MEDELLIN;Postgrado
53;27793544;Masculino;PEREIRA;Secundaria
52;44090090;Masculino;BOGOTA;Postgrado
69;27574714;Masculino;CARTAGENA;Pregrado
29;99575686;Femenino;BARRANQUILLA;Postgrado
24;36336433;Femenino;CARTAGENA;Secundaria
46;73030019;Femenino;CUCUTA;Postgrado
28;38791477;Masculino;CALI;Pregrado
50;56236613;Masculino;MEDELLIN;Postgrado
23;61743610;Femenino;CALI;Postgrado
64;92810661;Masculino;MEDELLIN;Pregrado
32;22522895;Femenino;CALI;Pregrado
49;27050386;Masculino;BARRANQUILLA;Postgrado
68;21318854;Masculino;BOGOTA;Postgrado
28;62756189;Femenino;CUCUTA;Postgrado
40;53881733;Masculino;MANIZALES;Secundaria
43;63074384;Masculino;MEDELLIN;Postgrado
51;41677114;Masculino;CUCUTA;Postgrado
63;19868464;Femenino;MEDELLIN;Secundaria
51;47068645;Masculino;CALI;Pregrado
46;94354852;Femenino;CALI;Pregrado
21;11407164;Femenino;BUCARAMANGA;Secundaria
34;94082102;Masculino;CARTAGENA;Pregrado
52;41866484;Femenino;PEREIRA;Postgrado
30;74491124;Femenino;CALI;Postgrado
58;82545221;Femenino;BOGOTA;Pregrado
56;62769021;Masculino;CALI;Secundaria
32;5638719;Femenino;BARRANQUILLA;Postgrado
46;44368201;Masculino;BOGOTA;Postgrado
46;17239085;Femenino;PEREIRA;Pregrado
28;15894702;Masculino;MANIZALES;Secundaria
69;3821806;Masculino;SANTA MARTA;Postgrado
49;38217798;Femenino;MEDELLIN;Pregrado
19;78564008;Femenino;BOGOTA;Postgrado
64;39466721;Femenino;MANIZALES;Pregrado
31;99267812;Femenino;MEDELLIN;Secundaria
37;73256157;Femenino;MANIZALES;Postgrado
39;21570587;Masculino;MANIZALES;Postgrado
28;82768595;Femenino;CALI;Pregrado
44;29472122;Masculino;CARTAGENA;Postgrado
20;42652351;Femenino;CUCUTA;Postgrado
34;93575331;Femenino;CARTAGENA;Secundaria
61;58140995;Masculino;CARTAGENA;Secundaria
45;61516133;Masculino;SANTA MARTA;Secundaria
46;40696291;Masculino;CALI;Pregrado
38;96574318;Masculino;BARRANQUILLA;Postgrado
64;10623623;Femenino;MEDELLIN;Postgrado
33;83565370;Femenino;BARRANQUILLA;Postgrado
54;45177756;Masculino;CARTAGENA;Secundaria
37;15806651;Masculino;BUCARAMANGA;Postgrado
23;81709682;Masculino;CALI;Secundaria
36;60821811;Masculino;BUCARAMANGA;Pregrado
22;70208664;Masculino;CUCUTA;Postgrado
20;25372383;Femenino;MEDELLIN;Pregrado
18;41360847;Masculino;MANIZALES;Secundaria
55;69543480;Masculino;BARRANQUILLA;Pregrado
32;32734828;Masculino;MANIZALES;Postgrado
51;17131438;Femenino;CUCUTA;Postgrado
52;19116419;Masculino;CUCUTA;Postgrado
66;87794118;Femenino;BARRANQUILLA;Postgrado
42;92808421;Masculino;BARRANQUILLA;Secundaria
41;69394751;Masculino;CUCUTA;Postgrado
29;52542450;Masculino;MANIZALES;Pregrado
35;33509838;Masculino;CUCUTA;Pregrado
32;57932771;Femenino;SANTA MARTA;Postgrado
61;59794897;Masculino;BUCARAMANGA;Postgrado
33;92534133;Femenino;MEDELLIN;Pregrado
44;38767906;Femenino;CUCUTA;Pregrado
25;62723735;Masculino;BARRANQUILLA;Postgrado
63;93739922;Masculino;MANIZALES;Postgrado
42;61334911;Femenino;PEREIRA;Postgrado
34;59994349;Masculino;BOGOTA;Postgrado
46;38389035;Masculino;CALI;Secundaria
25;57209384;Femenino;PEREIRA;Postgrado
32;88302666;Masculino;SANTA MARTA;Pregrado
44;81633959;Femenino;MEDELLIN;Pregrado
63;77894945;Femenino;BOGOTA;Pregrado
67;21617392;Masculino;BOGOTA;Postgrado
69;2405636;Femenino;PEREIRA;Pregrado
24;38162395;Masculino;BUCARAMANGA;Pregrado
20;49691026;Femenino;SANTA MARTA;Secundaria
46;96379591;Femenino;CUCUTA;Secundaria
61;71133280;Masculino;BOGOTA;Pregrado
41;45681403;Masculino;CARTAGENA;Pregrado
20;89712956;Femenino;MEDELLIN;Secundaria
37;91109489;Femenino;PEREIRA;Postgrado
63;54786705;Masculino;BUCARAMANGA;Secundaria
32;34352465;Femenino;MANIZALES;Pregrado
42;26741024;Femenino;CARTAGENA;Postgrado
47;39745044;Masculino;BUCARAMANGA;Postgrado
31;28190613;Masculino;CARTAGENA;Secundaria
24;51300373;Femenino;CARTAGENA;Secundaria
34;13636090;Masculino;MEDELLIN;Pregrado
61;62375115;Femenino;BARRANQUILLA;Secundaria
37;32753152;Femenino;CALI;Secundaria
53;22550879;Femenino;BARRANQUILLA;Postgrado
26;84997978;Masculino;MEDELLIN;Secundaria
55;64812636;Masculino;BOGOTA;Secundaria
65;49443324;Masculino;PEREIRA;Pregrado
39;52922584;Femenino;MEDELLIN;Pregrado
19;19324794;Femenino;CALI;Secundaria
41;51266173;Femenino;MANIZALES;Pregrado
25;54195502;Masculino;MEDELLIN;Secundaria
28;98688001;Femenino;BARRANQUILLA;Postgrado
30;35319336;Femenino;PEREIRA;Secundaria
34;62135201;Femenino;BARRANQUILLA;Pregrado
25;37187847;Femenino;SANTA MARTA;Postgrado
38;86408280;Femenino;SANTA MARTA;Pregrado
35;77187856;Femenino;MANIZALES;Secundaria
47;61729913;Masculino;BARRANQUILLA;Postgrado
35;58004666;Masculino;CARTAGENA;Pregrado
63;71246427;Masculino;CALI;Secundaria
64;21905588;Femenino;CARTAGENA;Postgrado
48;34217088;Masculino;SANTA MARTA;Postgrado
55;76851662;Femenino;MEDELLIN;Secundaria
49;91739437;Femenino;BARRANQUILLA;Secundaria
28;35521155;Masculino;CALI;Postgrado
62;98276731;Femenino;MANIZALES;Pregrado
42;70773007;Femenino;BOGOTA;Postgrado
50;8945516;Femenino;BARRANQUILLA;Pregrado
55;21193944;Masculino;BUCARAMANGA;Pregrado
58;55248519;Femenino;BUCARAMANGA;Postgrado
25;24460245;Femenino;CARTAGENA;Pregrado
28;27116060;Masculino;CARTAGENA;Pregrado
39;3507008;Femenino;CUCUTA;Postgrado
68;19553277;Masculino;SANTA MARTA;Pregrado
41;83764936;Femenino;MEDELLIN;Pregrado
58;50884729;Masculino;CALI;Pregrado
34;36099022;Masculino;BOGOTA;Secundaria
29;24641274;Masculino;PEREIRA;Postgrado
63;38076616;Femenino;CUCUTA;Pregrado
49;37463010;Femenino;CALI;Pregrado
32;20619852;Femenino;CARTAGENA;Pregrado
33;52973668;Femenino;CUCUTA;Postgrado
39;26411843;Masculino;BOGOTA;Postgrado
45;36664839;Masculino;CALI;Pregrado
37;56563506;Masculino;BARRANQUILLA;Secundaria
50;25306569;Femenino;MEDELLIN;Pregrado
27;14556207;Femenino;BARRANQUILLA;Secundaria
57;40201890;Masculino;PEREIRA;Postgrado
49;18378814;Masculino;CUCUTA;Secundaria
67;16133769;Masculino;MANIZALES;Secundaria
50;96302313;Masculino;BUCARAMANGA;Postgrado
19;49697941;Masculino;MANIZALES;Secundaria
50;45534852;Masculino;MEDELLIN;Pregrado
50;14471311;Masculino;MEDELLIN;Pregrado
58;55845658;Masculino;MANIZALES;Secundaria
30;81614006;Femenino;CARTAGENA;Secundaria
47;59589195;Masculino;BOGOTA;Secundaria
50;42875934;Masculino;BOGOTA;Pregrado
30;48976923;Femenino;MEDELLIN;Postgrado
69;92026721;Femenino;CALI;Postgrado
43;90282289;Femenino;CUCUTA;Secundaria
39;67666830;Femenino;CARTAGENA;Secundaria
56;66306155;Femenino;BARRANQUILLA;Secundaria
19;8315889;Masculino;SANTA MARTA;Secundaria
55;88518921;Masculino;SANTA MARTA;Secundaria
56;42607106;Femenino;PEREIRA;Secundaria
43;51142718;Femenino;SANTA MARTA;Postgrado
63;77050609;Masculino;CUCUTA;Pregrado
67;86679931;Femenino;PEREIRA;Pregrado
32;95120155;Masculino;CALI;Postgrado
51;82079944;Femenino;PEREIRA;Secundaria
59;61907523;Masculino;BOGOTA;Pregrado
61;48208130;Femenino;BOGOTA;Pregrado
66;96868677;Femenino;CARTAGENA;Postgrado
57;30683466;Femenino;MEDELLIN;Pregrado
28;40363741;Femenino;BARRANQUILLA;Secundaria
20;87897246;Femenino;CALI;Postgrado
23;65651282;Masculino;CARTAGENA;Secundaria
26;66536050;Femenino;MEDELLIN;Pregrado
23;97089776;Femenino;MEDELLIN;Postgrado
26;27263676;Masculino;CARTAGENA;Postgrado
56;60752135;Femenino;BARRANQUILLA;Postgrado
48;57497421;Femenino;MANIZALES;Postgrado
49;90721433;Masculino;CUCUTA;Postgrado
58;6972878;Masculino;MEDELLIN;Pregrado
67;50868862;Femenino;MANIZALES;Pregrado
29;31990930;Femenino;SANTA MARTA;Pregrado
25;73351493;Femenino;MANIZALES;Secundaria
25;40227962;Femenino;PEREIRA;Pregrado
67;85570843;Masculino;BOGOTA;Secundaria
45;41039566;Masculino;CALI;Pregrado
37;22283828;Masculino;BOGOTA;Secundaria
64;63269041;Femenino;CUCUTA;Postgrado
24;34930757;Masculino;MANIZALES;Secundaria
28;7967423;Femenino;CUCUTA;Secundaria
37;92306459;Masculino;BOGOTA;Pregrado
33;89648701;Femenino;BARRANQUILLA;Postgrado
21;34742752;Masculino;BOGOTA;Postgrado
23;89701806;Masculino;MEDELLIN;Pregrado
39;26916072;Masculino;BARRANQUILLA;Secundaria
43;55473806;Masculino;CARTAGENA;Pregrado
20;3731341;Masculino;CUCUTA;Postgrado
58;26901890;Femenino;CARTAGENA;Pregrado
59;71573212;Masculino;BUCARAMANGA;Pregrado
31;7489979;Masculino;PEREIRA;Secundaria
28;27354112;Masculino;BUCARAMANGA;Secundaria
35;30987361;Femenino;MANIZALES;Pregrado
29;23786012;Femenino;CALI;Secundaria
40;42385229;Femenino;MEDELLIN;Pregrado
29;75425193;Masculino;MANIZALES;Postgrado
30;74523961;Masculino;CUCUTA;Secundaria
42;17434697;Masculino;BOGOTA;Postgrado
62;44002678;Masculino;BOGOTA;Pregrado
68;68892447;Femenino;SANTA MARTA;Secundaria
36;10536944;Femenino;CALI;Pregrado
63;76678402;Masculino;CALI;Postgrado
53;7692538;Masculino;CALI;Postgrado
62;67239732;Masculino;CUCUTA;Pregrado
25;34451905;Masculino;CARTAGENA;Postgrado
46;70399136;Masculino;BARRANQUILLA;Postgrado
49;16426180;Masculino;SANTA MARTA;Postgrado
68;6406600;Masculino;MANIZALES;Pregrado
61;30133765;Femenino;CALI;Postgrado
35;96211263;Masculino;PEREIRA;Secundaria
23;59203513;Masculino;CUCUTA;Secundaria
35;19998223;Masculino;MANIZALES;Secundaria
36;51967410;Femenino;BUCARAMANGA;Postgrado
39;26694038;Femenino;MEDELLIN;Secundaria
54;14850785;Masculino;CALI;Pregrado
49;8271541;Masculino;CALI;Pregrado
58;84901571;Femenino;SANTA MARTA;Postgrado
20;13872360;Femenino;SANTA MARTA;Secundaria
45;70188478;Femenino;BARRANQUILLA;Secundaria
27;89572645;Femenino;BOGOTA;Postgrado
68;55490842;Femenino;CARTAGENA;Pregrado
52;17707111;Femenino;PEREIRA;Postgrado
46;43593525;Masculino;MEDELLIN;Postgrado
32;65560312;Femenino;CARTAGENA;Secundaria
50;34709549;Masculino;MANIZALES;Secundaria
24;26654133;Masculino;CUCUTA;Postgrado
29;95688194;Masculino;MANIZALES;Pregrado
66;66566295;Femenino;CUCUTA;Secundaria
47;45271831;Masculino;CUCUTA;Postgrado
38;87060253;Femenino;MANIZALES;Pregrado
48;13300771;Masculino;BARRANQUILLA;Pregrado
41;37683273;Femenino;PEREIRA;Pregrado
37;11056526;Femenino;PEREIRA;Postgrado
54;44526481;Femenino;MANIZALES;Postgrado
21;94158835;Femenino;MEDELLIN;Secundaria
45;94649057;Femenino;MEDELLIN;Pregrado
61;95645980;Femenino;SANTA MARTA;Pregrado
37;10751201;Masculino;CALI;Pregrado
41;63540295;Masculino;CARTAGENA;Secundaria
67;12259583;Femenino;CUCUTA;Secundaria
66;29840187;Masculino;SANTA MARTA;Pregrado
68;98659974;Femenino;MANIZALES;Secundaria
49;8285354;Masculino;BUCARAMANGA;Pregrado
58;59403349;Femenino;SANTA MARTA;Pregrado
53;5070726;Masculino;SANTA MARTA;Secundaria
51;43279097;Masculino;MANIZALES;Postgrado
53;41285644;Femenino;MANIZALES;Postgrado
19;12235102;Femenino;SANTA MARTA;Secundaria
32;55834753;Femenino;CALI;Pregrado
51;98617595;Femenino;CALI;Secundaria
53;79235993;Masculino;MANIZALES;Secundaria
23;6642105;Femenino;CUCUTA;Secundaria
56;31730360;Femenino;CALI;Secundaria
59;44536604;Masculino;CALI;Secundaria
68;58366296;Femenino;SANTA MARTA;Pregrado
68;95437387;Femenino;CARTAGENA;Postgrado
29;61112886;Femenino;MEDELLIN;Secundaria
20;82926714;Femenino;CUCUTA;Postgrado
62;33061254;Femenino;SANTA MARTA;Pregrado
35;13871833;Masculino;CALI;Secundaria
57;76803307;Femenino;BUCARAMANGA;Postgrado
38;72910290;Masculino;MANIZALES;Secundaria
32;23955305;Femenino;BOGOTA;Postgrado
50;38606299;Masculino;CALI;Postgrado
52;4397157;Masculino;SANTA MARTA;Secundaria
43;76713470;Masculino;SANTA MARTA;Postgrado
25;10717870;Masculino;CUCUTA;Postgrado
53;41867165;Femenino;MANIZALES;Pregrado
65;95370446;Femenino;MANIZALES;Pregrado
47;65087438;Masculino;SANTA MARTA;Postgrado
40;85859638;Masculino;BARRANQUILLA;Postgrado
59;66886965;Femenino;CUCUTA;Postgrado
61;98950716;Femenino;BUCARAMANGA;Pregrado
31;22414310;Masculino;CARTAGENA;Pregrado
31;5212901;Femenino;BARRANQUILLA;Pregrado
19;23976510;Masculino;BUCARAMANGA;Pregrado
54;57454525;Femenino;PEREIRA;Secundaria
22;20392978;Femenino;MEDELLIN;Postgrado
55;9017903;Masculino;BOGOTA;Postgrado
62;93583562;Femenino;BUCARAMANGA;Secundaria
58;28864257;Femenino;MANIZALES;Pregrado
64;70620729;Femenino;BUCARAMANGA;Postgrado
31;16096032;Masculino;CARTAGENA;Secundaria
56;74971817;Femenino;CARTAGENA;Pregrado
42;49077114;Femenino;CUCUTA;Pregrado
37;62633603;Femenino;MANIZALES;Pregrado
19;73872778;Femenino;CARTAGENA;Secundaria
56;8267484;Femenino;BUCARAMANGA;Pregrado
23;87491366;Masculino;BOGOTA;Pregrado
34;66777025;Femenino;CARTAGENA;Postgrado
42;91888531;Femenino;CALI;Pregrado
45;56748627;Masculino;BARRANQUILLA;Secundaria
19;63566240;Masculino;PEREIRA;Pregrado
52;81716495;Masculino;BOGOTA;Secundaria
54;64782232;Femenino;CALI;Postgrado
22;92500223;Femenino;MANIZALES;Postgrado
18;99500697;Masculino;MANIZALES;Pregrado
57;98293245;Masculino;BARRANQUILLA;Pregrado
29;24166187;Femenino;SANTA MARTA;Secundaria
53;8297944;Femenino;BARRANQUILLA;Postgrado
62;87260800;Femenino;SANTA MARTA;Secundaria
40;12108825;Masculino;BARRANQUILLA;Secundaria
64;9452136;Femenino;PEREIRA;Secundaria
48;39951241;Masculino;CARTAGENA;Postgrado
28;73954313;Masculino;BUCARAMANGA;Postgrado
27;28960977;Masculino;CUCUTA;Pregrado
20;54612424;Femenino;CARTAGENA;Pregrado
31;69712889;Femenino;CALI;Postgrado
33;5481516;Masculino;CALI;Pregrado
27;96909039;Masculino;BARRANQUILLA;Postgrado
46;58606654;Femenino;BOGOTA;Postgrado
27;14023720;Masculino;CARTAGENA;Postgrado
29;1489741;Masculino;CALI;Secundaria
47;51851160;Femenino;SANTA MARTA;Postgrado
58;6427397;Femenino;PEREIRA;Pregrado
18;27175626;Femenino;CALI;Pregrado
22;14375603;Masculino;BARRANQUILLA;Pregrado
37;84203491;Masculino;CARTAGENA;Postgrado
25;23623025;Femenino;PEREIRA;Postgrado
60;32787002;Femenino;PEREIRA;Postgrado
29;67366830;Masculino;BOGOTA;Postgrado
18;10993156;Masculino;MANIZALES;Pregrado
37;19215655;Femenino;CALI;Pregrado
45;34083377;Femenino;CALI;Pregrado
60;21576799;Femenino;MEDELLIN;Secundaria
54;75508697;Femenino;MEDELLIN;Pregrado
64;51448217;Masculino;MEDELLIN;Secundaria
54;57510011;Femenino;BUCARAMANGA;Pregrado
29;63258225;Masculino;CUCUTA;Postgrado
54;54267721;Masculino;PEREIRA;Postgrado
66;66130666;Femenino;BOGOTA;Postgrado
66;59712182;Femenino;BOGOTA;Pregrado
61;74642050;Masculino;CARTAGENA;Pregrado
45;51523366;Masculino;CALI;Secundaria
64;32158321;Masculino;PEREIRA;Pregrado
32;63971219;Masculino;MEDELLIN;Secundaria
23;87969503;Femenino;CARTAGENA;Postgrado
61;57725453;Femenino;BOGOTA;Pregrado
37;66943186;Masculino;MEDELLIN;Postgrado
67;45885035;Masculino;PEREIRA;Secundaria
31;38599146;Femenino;BOGOTA;Secundaria
19;94767559;Masculino;BOGOTA;Secundaria
26;29437699;Masculino;BOGOTA;Pregrado
54;59122794;Masculino;BUCARAMANGA;Pregrado
37;72334452;Masculino;CUCUTA;Pregrado
43;55169013;Masculino;CALI;Secundaria
46;29214633;Masculino;MEDELLIN;Postgrado
18;81809304;Femenino;CARTAGENA;Pregrado
52;35346639;Masculino;CARTAGENA;Pregrado
23;95522729;Masculino;BUCARAMANGA;Secundaria
54;32233407;Masculino;PEREIRA;Secundaria
22;69468140;Masculino;CUCUTA;Postgrado
50;38922967;Masculino;BUCARAMANGA;Secundaria
66;81992093;Femenino;MANIZALES;Pregrado
68;4087823;Femenino;CALI;Secundaria
31;75750384;Femenino;PEREIRA;Postgrado
29;58889964;Masculino;MEDELLIN;Postgrado
59;41859450;Femenino;CUCUTA;Secundaria
37;89234535;Masculino;SANTA MARTA;Pregrado
67;92335621;Masculino;CUCUTA;Pregrado
41;59739996;Masculino;BUCARAMANGA;Secundaria
60;72766254;Femenino;CARTAGENA;Secundaria
51;54989668;Femenino;CARTAGENA;Secundaria
42;30949844;Masculino;BARRANQUILLA;Secundaria
67;2554981;Femenino;CALI;Secundaria
46;95653817;Masculino;MEDELLIN;Pregrado
56;15438963;Femenino;CALI;Pregrado
48;53681314;Masculino;SANTA MARTA;Postgrado
64;40877473;Femenino;BOGOTA;Postgrado
60;59159534;Femenino;PEREIRA;Pregrado
67;3502370;Femenino;BUCARAMANGA;Secundaria
40;60509004;Femenino;MEDELLIN;Secundaria
61;95008433;Masculino;BUCARAMANGA;Pregrado
55;84604814;Femenino;CALI;Postgrado
37;62911658;Femenino;CARTAGENA;Secundaria
40;10869823;Femenino;PEREIRA;Pregrado
62;74882414;Masculino;MANIZALES;Secundaria
69;3699470;Femenino;BUCARAMANGA;Postgrado
33;45513445;Femenino;CUCUTA;Pregrado
67;2425572;Masculino;CALI;Secundaria
59;59714301;Masculino;PEREIRA;Postgrado
25;82820820;Masculino;CALI;Postgrado
67;64673916;Masculino;BOGOTA;Postgrado
38;42471480;Femenino;CUCUTA;Postgrado
18;88950297;Femenino;BUCARAMANGA;Postgrado
25;20846642;Masculino;CALI;Pregrado
46;24093527;Masculino;BARRANQUILLA;Postgrado
49;23127497;Masculino;SANTA MARTA;Pregrado
55;42199883;Femenino;SANTA MARTA;Secundaria
22;25274179;Masculino;MANIZALES;Postgrado
64;36312880;Femenino;PEREIRA;Pregrado
39;78842499;Masculino;SANTA MARTA;Pregrado
64;88091634;Femenino;SANTA MARTA;Pregrado
51;26614657;Femenino;CALI;Postgrado
18;4247656;Masculino;SANTA MARTA;Postgrado
43;50207957;Masculino;SANTA MARTA;Pregrado
60;86010594;Femenino;CARTAGENA;Postgrado
27;71343679;Masculino;MANIZALES;Postgrado
47;8404254;Masculino;CUCUTA;Secundaria
67;62871102;Femenino;SANTA MARTA;Postgrado
35;70349196;Femenino;CARTAGENA;Secundaria
34;60622604;Masculino;SANTA MARTA;Pregrado
43;56785573;Masculino;BARRANQUILLA;Pregrado
25;46479779;Femenino;CALI;Postgrado
64;90588652;Masculino;MANIZALES;Secundaria
57;22928424;Femenino;PEREIRA;Secundaria
66;67741031;Femenino;MANIZALES;Pregrado
29;60565531;Femenino;MEDELLIN;Secundaria
44;69079775;Femenino;CARTAGENA;Secundaria
25;75068019;Femenino;CALI;Pregrado
42;27734808;Masculino;BARRANQUILLA;Pregrado
63;4529774;Femenino;MEDELLIN;Postgrado
21;41588356;Femenino;SANTA MARTA;Secundaria
50;32757546;Femenino;SANTA MARTA;Postgrado
18;98317032;Masculino;BOGOTA;Secundaria
36;12855510;Masculino;CARTAGENA;Pregrado
48;57407088;Femenino;CARTAGENA;Postgrado
33;51335183;Femenino;SANTA MARTA;Postgrado
31;12112373;Masculino;BARRANQUILLA;Pregrado
65;15569359;Femenino;BUCARAMANGA;Secundaria
22;3614257;Femenino;CUCUTA;Pregrado
58;85919305;Femenino;SANTA MARTA;Postgrado
43;25828281;Masculino;SANTA MARTA;Pregrado
45;77555123;Masculino;MEDELLIN;Secundaria
19;30383636;Masculino;PEREIRA;Pregrado
67;58713688;Masculino;CUCUTA;Secundaria
23;90640788;Masculino;PEREIRA;Secundaria
26;42078005;Femenino;MEDELLIN;Secundaria
50;57735363;Masculino;CALI;Secundaria
58;41294011;Femenino;CARTAGENA;Postgrado
42;93081895;Masculino;BUCARAMANGA;Postgrado
65;23806741;Femenino;CALI;Pregrado
30;69027694;Femenino;BARRANQUILLA;Pregrado
26;75616106;Masculino;PEREIRA;Secundaria
30;95162501;Masculino;MEDELLIN;Secundaria
48;8467889;Femenino;MEDELLIN;Postgrado
58;31016374;Femenino;MEDELLIN;Postgrado
28;93298315;Masculino;SANTA MARTA;Postgrado
21;29515602;Femenino;CUCUTA;Secundaria
51;76697026;Femenino;BARRANQUILLA;Pregrado
55;90737885;Femenino;CALI;Pregrado
63;87786763;Femenino;CUCUTA;Secundaria
21;38768768;Masculino;BOGOTA;Secundaria
55;93651044;Femenino;CARTAGENA;Pregrado
36;2642811;Masculino;MANIZALES;Postgrado
23;14593269;Femenino;MANIZALES;Postgrado
51;90318104;Femenino;CUCUTA;Pregrado
35;63785235;Masculino;BUCARAMANGA;Postgrado
30;62902154;Femenino;CALI;Postgrado
58;42671826;Masculino;BOGOTA;Postgrado
40;70086733;Femenino;PEREIRA;Pregrado
36;3195972;Masculino;BUCARAMANGA;Postgrado
62;79134088;Femenino;BOGOTA;Secundaria
28;38706351;Femenino;PEREIRA;Secundaria
18;90942670;Femenino;CALI;Pregrado
41;94991049;Femenino;BARRANQUILLA;Postgrado
24;9106860;Femenino;BUCARAMANGA;Pregrado
42;97834435;Masculino;CUCUTA;Secundaria
38;76343396;Femenino;MANIZALES;Postgrado
32;30429802;Femenino;CUCUTA;Secundaria
18;56899662;Femenino;PEREIRA;Postgrado
29;8366506;Masculino;BUCARAMANGA;Pregrado
24;70580294;Masculino;BOGOTA;Secundaria
32;50094856;Masculino;SANTA MARTA;Pregrado
38;93621345;Femenino;BOGOTA;Postgrado
36;7573358;Masculino;MEDELLIN;Secundaria
46;19827103;Femenino;BUCARAMANGA;Secundaria
42;21805368;Masculino;MANIZALES;Pregrado
50;91452925;Femenino;BUCARAMANGA;Postgrado
66;75826319;Masculino;BOGOTA;Pregrado
49;89804336;Masculino;CALI;Secundaria
66;72084168;Femenino;CUCUTA;Postgrado
52;62931117;Femenino;CUCUTA;Secundaria
61;98217415;Masculino;MEDELLIN;Secundaria
55;49287070;Masculino;BARRANQUILLA;Pregrado
43;26825890;Femenino;MANIZALES;Postgrado
28;39750638;Masculino;BOGOTA;Postgrado
52;87703551;Masculino;MEDELLIN;Pregrado
25;88001703;Masculino;PEREIRA;Secundaria
63;19076106;Masculino;BOGOTA;Secundaria
31;19734248;Femenino;MEDELLIN;Secundaria
27;87643656;Masculino;BUCARAMANGA;Secundaria
19;14028708;Masculino;CALI;Postgrado
63;62942878;Masculino;MEDELLIN;Pregrado
26;13596240;Femenino;BARRANQUILLA;Pregrado
20;29690157;Femenino;BUCARAMANGA;Pregrado
38;58227264;Femenino;PEREIRA;Secundaria
43;87992942;Femenino;BOGOTA;Secundaria
25;5836601;Femenino;CUCUTA;Secundaria
65;65779392;Masculino;BARRANQUILLA;Pregrado
