PassengerId;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Cabin;Embarked;Survived
297;2;Passenger 297;female;76.8;2;4;Ticket 297;12.868.439.530.267.500;B12;S;0
298;2;Passenger 298;female;64.1;2;2;Ticket 298;32.192.420.290.137.600;D56;Q;0
299;2;Passenger 299;female;37.2;0;3;Ticket 299;43.935.717.465.708.600;G7;Q;0
300;2;Passenger 300;male;16.8;3;1;Ticket 300;21.197.514.189.784.300;F33;C;1
301;3;Passenger 301;male;65.1;0;2;Ticket 301;45.595.277.148.971.300;C85;S;1
302;1;Passenger 302;male;13.4;1;4;Ticket 302;49.661.605.077.207.100;D56;S;0
303;1;Passenger 303;male;17.6;1;2;Ticket 303;5.751.556.472.423.620;;C;0
304;1;Passenger 304;male;29.9;2;0;Ticket 304;12.036.132.805.250.500;C85;S;1
305;1;Passenger 305;male;70.5;3;0;Ticket 305;47.543.797.698.363.600;G7;C;0
306;2;Passenger 306;male;11.4;4;1;Ticket 306;4.793.722.048.082.860;G7;Q;0
307;1;Passenger 307;female;10.7;3;4;Ticket 307;53.365.101.316.445.400;D56;Q;1
308;3;Passenger 308;female;40.0;1;4;Ticket 308;12.424.257.686.682.600;;S;0
309;3;Passenger 309;female;22.8;4;2;Ticket 309;8.474.451.151.192.900;F33;Q;0
310;1;Passenger 310;female;45.9;3;1;Ticket 310;4.980.263.277.742.120;C85;Q;1
311;1;Passenger 311;male;36.7;3;4;Ticket 311;9.409.981.022.229;C85;C;1
312;3;Passenger 312;male;35.4;4;0;Ticket 312;25.376.106.532.740.100;;C;0
313;3;Passenger 313;female;9.8;1;2;Ticket 313;42.496.677.458.310.200;C85;S;0
314;2;Passenger 314;female;12.1;3;3;Ticket 314;15.098.797.290.662.100;F33;C;0
315;3;Passenger 315;male;65.9;4;0;Ticket 315;3.042.220.462.179.370;F33;S;1
316;2;Passenger 316;female;71.0;1;1;Ticket 316;14.212.759.719.046.400;F33;S;0
317;2;Passenger 317;female;19.5;4;4;Ticket 317;4.318.557.836.376.670;;C;0
318;2;Passenger 318;female;10.0;4;0;Ticket 318;1.453.132.688.857.190;E34;Q;1
319;2;Passenger 319;female;5.2;3;3;Ticket 319;3.449.440.815.395.440;E34;Q;0
320;2;Passenger 320;male;49.1;1;3;Ticket 320;3.387.387.180.614.610;G7;Q;0
321;1;Passenger 321;female;57.5;3;1;Ticket 321;1.146.393.066.855.210;G7;Q;0
322;3;Passenger 322;female;30.5;0;0;Ticket 322;2.222.560.393.483.330;C85;S;0
323;2;Passenger 323;male;54.7;0;2;Ticket 323;20.757.853.902.377.100;F33;Q;0
324;3;Passenger 324;male;57.3;1;0;Ticket 324;1.481.506.102.231.050;C85;S;1
325;3;Passenger 325;female;74.9;4;3;Ticket 325;40.544.398.605.878.500;;C;1
326;2;Passenger 326;male;6.1;3;1;Ticket 326;4.011.802.732.853.950;C85;C;0
327;1;Passenger 327;female;16.2;3;1;Ticket 327;23.122.685.633.534.900;B12;S;0
328;2;Passenger 328;female;6.4;1;2;Ticket 328;30.522.355.153.499.300;E34;Q;0
329;1;Passenger 329;male;69.6;1;1;Ticket 329;30.410.846.041.352.700;C85;S;0
330;3;Passenger 330;female;63.6;0;1;Ticket 330;41.444.328.347.167.300;C85;Q;0
331;1;Passenger 331;female;46.4;2;1;Ticket 331;21.537.619.499.098.200;D56;Q;1
332;1;Passenger 332;female;7.6;1;1;Ticket 332;14.134.610.649.630.100;C85;S;0
333;1;Passenger 333;female;22.6;2;1;Ticket 333;136.192.284.479.571;B12;S;0
334;3;Passenger 334;male;24.5;1;3;Ticket 334;27.041.517.824.469.100;E34;Q;0
335;3;Passenger 335;male;45.3;4;0;Ticket 335;22.732.836.035.244.500;D56;S;0
336;1;Passenger 336;female;21.4;4;4;Ticket 336;22.285.978.163.754.300;;Q;0
337;1;Passenger 337;male;6.8;0;1;Ticket 337;5.011.298.284.940.500;G7;S;0
338;2;Passenger 338;female;58.7;0;4;Ticket 338;36.070.885.164.164.600;;C;0
339;1;Passenger 339;female;24.6;2;4;Ticket 339;11.079.966.055.104.500;E34;Q;1
340;2;Passenger 340;female;36.7;1;3;Ticket 340;10.249.204.695.331.700;G7;C;0
341;1;Passenger 341;female;11.1;3;1;Ticket 341;20.931.536.853.730.900;;S;0
342;2;Passenger 342;female;64.4;0;4;Ticket 342;1.177.502.791.008.110;B12;C;0
343;3;Passenger 343;male;45.7;3;1;Ticket 343;2.940.098.423.174.670;C85;S;1
344;1;Passenger 344;female;72.2;3;2;Ticket 344;1.888.743.529.705.630;E34;Q;0
345;1;Passenger 345;male;40.1;1;2;Ticket 345;22.721.130.268.343.100;G7;S;0
346;1;Passenger 346;male;75.4;2;2;Ticket 346;27.089.881.419.399.400;D56;S;0
347;1;Passenger 347;female;71.5;1;4;Ticket 347;1.057.500.836.284.930;C85;Q;1
348;2;Passenger 348;female;46.5;0;2;Ticket 348;8.209.705.331.843.720;;S;0
349;1;Passenger 349;female;74.8;3;3;Ticket 349;44.080.884.192.243.400;;Q;0
350;3;Passenger 350;female;26.5;1;3;Ticket 350;21.969.323.290.155.300;D56;S;0
351;3;Passenger 351;female;29.9;1;4;Ticket 351;2.089.863.367.681.060;B12;Q;0
352;1;Passenger 352;male;4.6;1;1;Ticket 352;22.628.014.385.056.500;D56;C;0
353;3;Passenger 353;female;47.5;0;0;Ticket 353;25.149.826.978.075.900;E34;S;0
354;1;Passenger 354;female;58.0;2;1;Ticket 354;27.931.401.219.744.500;D56;S;1
355;1;Passenger 355;male;62.1;1;1;Ticket 355;28.162.623.112.255.900;;S;0
356;3;Passenger 356;male;12.8;0;1;Ticket 356;35.498.042.881.482.700;B12;Q;0
357;1;Passenger 357;female;36.1;3;1;Ticket 357;9.285.350.832.055.080;B12;S;0
358;3;Passenger 358;male;15.0;4;0;Ticket 358;1.298.504.514.441.560;F33;Q;0
359;2;Passenger 359;female;53.3;0;2;Ticket 359;4.063.115.802.890.540;D56;S;0
360;1;Passenger 360;male;13.5;4;1;Ticket 360;47.384.945.533.748.000;E34;C;1
361;2;Passenger 361;male;72.4;1;3;Ticket 361;7.228.670.994.682.370;;S;1
362;3;Passenger 362;female;19.2;1;4;Ticket 362;25.133.652.948.008.300;C85;C;0
363;2;Passenger 363;male;24.0;0;4;Ticket 363;11.101.724.510.609.500;B12;Q;0
364;2;Passenger 364;male;68.2;4;3;Ticket 364;3.473.621.833.571.630;D56;C;0
365;3;Passenger 365;male;37.2;1;1;Ticket 365;16.612.415.237.243.700;F33;S;1
366;2;Passenger 366;male;2.9;3;0;Ticket 366;761.253.744.661.853;E34;S;1
367;2;Passenger 367;male;40.1;2;2;Ticket 367;3.564.168.713.499.510;E34;Q;1
368;3;Passenger 368;male;7.7;2;4;Ticket 368;269.194.079.767.365;G7;S;1
369;2;Passenger 369;female;78.8;1;2;Ticket 369;7.619.806.314.020.380;;S;0
370;3;Passenger 370;female;47.5;4;0;Ticket 370;9.574.586.260.729.610;B12;Q;0
371;2;Passenger 371;male;21.3;1;4;Ticket 371;4.050.377.392.669.850;;Q;1
372;3;Passenger 372;female;45.5;4;2;Ticket 372;9.221.623.105.130.250;F33;C;0
373;3;Passenger 373;female;7.1;3;0;Ticket 373;30.507.723.789.927.900;C85;Q;0
374;2;Passenger 374;female;64.2;4;2;Ticket 374;17.177.634.697.298.900;C85;S;0
375;2;Passenger 375;male;74.1;1;1;Ticket 375;2.948.155.394.659.420;C85;Q;0
376;2;Passenger 376;female;70.1;3;0;Ticket 376;1.612.485.453.562.500;E34;S;0
377;1;Passenger 377;male;28.0;0;2;Ticket 377;4.803.508.254.266.580;B12;C;0
378;1;Passenger 378;female;26.7;2;1;Ticket 378;11.536.025.423.608.800;;Q;1
379;1;Passenger 379;male;3.8;1;1;Ticket 379;9.808.899.040.714.240;;S;0
380;3;Passenger 380;male;52.5;1;0;Ticket 380;2.168.695.794.576.230;F33;Q;0
381;2;Passenger 381;female;43.3;1;3;Ticket 381;3.308.504.727.959.470;C85;Q;1
382;3;Passenger 382;female;37.3;3;4;Ticket 382;135.584.007.098.447;B12;Q;0
383;1;Passenger 383;male;72.7;0;0;Ticket 383;10.974.617.973.805.800;B12;Q;0
384;2;Passenger 384;female;14.3;4;1;Ticket 384;26.187.399.531.105.400;F33;C;0
385;3;Passenger 385;female;1.8;0;1;Ticket 385;30.485.094.723.269.100;D56;S;0
386;2;Passenger 386;female;6.8;3;0;Ticket 386;4.816.208.945.308.950;B12;Q;0
387;3;Passenger 387;male;18.6;1;3;Ticket 387;2.967.880.475.311.570;B12;S;1
388;2;Passenger 388;male;3.6;2;4;Ticket 388;23.823.041.689.218.000;;C;0
389;1;Passenger 389;female;40.7;1;2;Ticket 389;2.888.338.048.193.630;F33;S;0
390;1;Passenger 390;female;25.8;4;0;Ticket 390;46.431.081.178.170.300;B12;S;0
391;2;Passenger 391;female;15.3;2;4;Ticket 391;4.150.471.820.728.140;B12;C;0
392;3;Passenger 392;male;60.3;1;4;Ticket 392;16.487.447.301.508.400;;Q;1
393;1;Passenger 393;male;17.2;2;1;Ticket 393;12.244.091.001.028.200;B12;S;0
394;1;Passenger 394;female;55.3;0;2;Ticket 394;13.500.363.812.120.600;;S;0
395;1;Passenger 395;female;28.6;3;0;Ticket 395;25.468.841.465.903.000;D56;Q;1
396;2;Passenger 396;female;41.4;1;1;Ticket 396;373.304.478.358.146;E34;Q;0
397;2;Passenger 397;female;74.8;4;1;Ticket 397;25.409.350.755.556.600;G7;S;1
398;3;Passenger 398;female;4.0;0;3;Ticket 398;38.559.215.934.915.700;;C;0
399;3;Passenger 399;female;40.5;1;4;Ticket 399;36.317.244.671.779.000;;Q;0
400;3;Passenger 400;male;68.5;0;0;Ticket 400;4.039.552.136.921.220;B12;Q;1
401;2;Passenger 401;female;47.4;4;0;Ticket 401;14.830.144.323.426.100;;C;1
402;2;Passenger 402;male;22.9;1;0;Ticket 402;33.374.224.094.525.800;F33;S;0
403;3;Passenger 403;female;32.4;4;1;Ticket 403;2.161.629.910.219.240;C85;Q;0
404;3;Passenger 404;female;54.7;2;3;Ticket 404;4.451.140.810.850.840;C85;S;0
405;2;Passenger 405;male;71.4;4;2;Ticket 405;4.233.866.512.895.660;D56;S;0
406;3;Passenger 406;male;4.2;2;1;Ticket 406;26.508.883.916.327.200;;S;1
407;1;Passenger 407;male;6.7;1;2;Ticket 407;34.729.524.517.772.900;F33;C;0
408;2;Passenger 408;male;26.7;2;3;Ticket 408;44.225.810.200.594.100;B12;S;0
409;3;Passenger 409;female;19.4;1;4;Ticket 409;25.037.991.998.874.600;B12;S;1
410;2;Passenger 410;male;21.9;1;0;Ticket 410;16.005.911.654.196.600;G7;Q;0
411;1;Passenger 411;female;18.5;3;2;Ticket 411;37.806.473.826.524.200;E34;Q;0
412;2;Passenger 412;male;16.5;1;1;Ticket 412;11.393.279.611.842.200;D56;C;1
413;2;Passenger 413;female;11.3;2;2;Ticket 413;1.973.229.182.629.900;F33;C;1
414;2;Passenger 414;female;74.8;3;4;Ticket 414;4.335.349.823.678.620;F33;Q;1
415;2;Passenger 415;female;12.4;3;0;Ticket 415;363.589.058.433.311;G7;Q;0
416;1;Passenger 416;female;17.1;1;2;Ticket 416;20.488.644.759.751.200;G7;C;1
417;2;Passenger 417;female;20.5;4;4;Ticket 417;11.129.852.869.213.600;B12;S;0
418;2;Passenger 418;female;74.7;4;1;Ticket 418;18.120.435.346.195.700;E34;C;0
419;3;Passenger 419;male;60.7;3;3;Ticket 419;14.563.155.386.757.900;B12;S;1
420;2;Passenger 420;female;63.4;1;1;Ticket 420;921.641.975.322.077;E34;Q;0
421;3;Passenger 421;male;9.3;4;0;Ticket 421;37.294.979.221.500.000;C85;Q;1
422;1;Passenger 422;male;67.1;1;1;Ticket 422;1.297.745.939.908.340;F33;Q;0
423;1;Passenger 423;female;33.2;1;1;Ticket 423;2.298.128.977.330.430;G7;S;0
424;1;Passenger 424;male;21.8;3;1;Ticket 424;196.000.426.183.874;C85;C;1
425;1;Passenger 425;female;46.5;3;1;Ticket 425;49.112.830.242.463.700;B12;S;0
426;3;Passenger 426;male;66.0;0;0;Ticket 426;19.859.066.085.336.900;D56;C;0
427;2;Passenger 427;female;62.5;4;4;Ticket 427;4.459.132.898.439.360;;C;0
428;1;Passenger 428;male;71.3;4;2;Ticket 428;49.463.747.523.181.500;D56;C;1
429;2;Passenger 429;female;74.3;4;3;Ticket 429;2.974.230.920.697.670;D56;Q;0
430;3;Passenger 430;female;19.8;2;2;Ticket 430;30.168.495.811.044.100;;C;0
431;3;Passenger 431;female;34.5;1;2;Ticket 431;2.122.857.002.889.140;F33;Q;0
432;3;Passenger 432;female;2.2;3;3;Ticket 432;2.187.626.276.944.540;C85;C;1
433;1;Passenger 433;male;70.5;4;0;Ticket 433;3.169.662.850.623.120;C85;C;1
434;2;Passenger 434;female;13.2;0;3;Ticket 434;2.606.905.226.426.840;F33;Q;1
435;2;Passenger 435;male;69.1;4;0;Ticket 435;25.484.604.031.327.400;;Q;0
436;2;Passenger 436;male;27.0;1;2;Ticket 436;7.902.691.268.568.750;E34;S;0
437;3;Passenger 437;male;30.1;1;0;Ticket 437;56.400.496.124.909.100;D56;C;0
438;1;Passenger 438;female;4.1;3;4;Ticket 438;6.616.838.284.674.770;B12;Q;0
439;3;Passenger 439;male;26.8;2;3;Ticket 439;5.500.898.201.317.290;C85;S;0
440;3;Passenger 440;male;71.2;3;4;Ticket 440;30.680.555.679.069.600;F33;S;1
441;2;Passenger 441;male;3.0;4;2;Ticket 441;10.225.891.293.944.400;B12;Q;1
442;3;Passenger 442;female;33.1;0;3;Ticket 442;1.294.579.253.327.940;G7;C;0
443;2;Passenger 443;female;3.5;3;2;Ticket 443;9.091.821.135.496.260;;S;0
444;1;Passenger 444;male;30.3;2;4;Ticket 444;47.912.847.570.200.900;B12;C;1
445;2;Passenger 445;female;14.6;3;2;Ticket 445;4.280.356.442.601.580;B12;C;0
446;1;Passenger 446;female;20.9;1;3;Ticket 446;11.909.494.448.900.200;D56;S;0
447;2;Passenger 447;male;70.3;4;3;Ticket 447;16.714.531.549.145.200;;Q;0
448;3;Passenger 448;male;35.4;4;2;Ticket 448;1.088.969.569.409.730;B12;C;0
449;3;Passenger 449;female;22.6;4;3;Ticket 449;24.847.859.993.310.700;C85;Q;1
450;1;Passenger 450;male;47.6;4;3;Ticket 450;1.470.721.357.475.550;;S;0
451;1;Passenger 451;female;12.2;4;2;Ticket 451;33.732.716.440.391.300;C85;C;0
452;1;Passenger 452;female;21.5;4;4;Ticket 452;2.639.632.841.597.320;F33;Q;0
453;2;Passenger 453;female;44.2;0;3;Ticket 453;4.498.262.695.090.460;F33;Q;1
454;2;Passenger 454;female;19.8;2;3;Ticket 454;86.374.378.742.565;G7;C;0
455;1;Passenger 455;female;54.7;4;3;Ticket 455;40.303.407.680.026.000;E34;Q;0
456;3;Passenger 456;female;39.8;2;3;Ticket 456;3.970.207.021.610.240;F33;Q;1
457;2;Passenger 457;male;62.0;4;2;Ticket 457;6.795.468.866.235.900;B12;S;1
458;2;Passenger 458;male;75.9;3;4;Ticket 458;20.228.681.595.134.300;;S;1
459;2;Passenger 459;female;10.1;4;4;Ticket 459;8.922.555.736.653.580;F33;Q;1
460;1;Passenger 460;female;27.4;1;0;Ticket 460;13.108.664.772.648.600;C85;Q;0
461;1;Passenger 461;female;26.2;0;3;Ticket 461;13.530.685.654.111.900;B12;C;0
462;1;Passenger 462;male;12.9;3;3;Ticket 462;2.803.370.150.427.570;F33;S;0
463;1;Passenger 463;female;65.0;3;0;Ticket 463;20.864.841.122.143.000;D56;C;0
464;1;Passenger 464;male;61.0;1;4;Ticket 464;47.412.773.798.312.100;C85;Q;1
465;3;Passenger 465;female;39.3;4;1;Ticket 465;6.755.322.026.376.750;G7;C;1
466;3;Passenger 466;female;43.5;0;1;Ticket 466;4.869.776.067.508.480;G7;Q;1
467;1;Passenger 467;male;5.7;3;4;Ticket 467;11.916.612.690.606.000;G7;S;0
468;2;Passenger 468;male;44.9;0;3;Ticket 468;38.757.259.850.901.700;C85;S;1
469;1;Passenger 469;female;63.5;3;1;Ticket 469;1.727.901.134.555.460;G7;Q;1
470;3;Passenger 470;female;46.3;4;2;Ticket 470;7.582.529.073.157.030;E34;S;0
471;3;Passenger 471;female;22.0;3;2;Ticket 471;4.296.551.466.968.880;D56;Q;1
472;2;Passenger 472;male;53.7;3;0;Ticket 472;1.578.861.451.220.490;E34;C;0
473;3;Passenger 473;male;29.6;2;4;Ticket 473;33.113.342.509.228.600;F33;Q;0
474;1;Passenger 474;male;44.0;4;4;Ticket 474;28.538.962.411.788.000;D56;C;1
475;2;Passenger 475;male;39.5;1;1;Ticket 475;2.385.193.731.484.820;C85;Q;1
476;1;Passenger 476;male;31.1;1;3;Ticket 476;25.043.063.896.102.600;E34;S;0
477;1;Passenger 477;male;57.8;4;4;Ticket 477;3.674.577.674.756.820;B12;Q;0
478;2;Passenger 478;female;70.8;1;1;Ticket 478;4.844.759.249.110.300;D56;Q;1
479;1;Passenger 479;female;1.4;4;1;Ticket 479;335.749.427.669.163;C85;Q;1
480;3;Passenger 480;male;74.8;1;4;Ticket 480;44.842.699.019.229.600;;S;1
481;1;Passenger 481;female;41.4;2;1;Ticket 481;33.605.157.524.832.700;D56;Q;0
482;2;Passenger 482;female;56.4;1;0;Ticket 482;7.462.340.292.066.500;D56;S;0
483;2;Passenger 483;male;68.6;3;0;Ticket 483;35.973.280.866.750.500;F33;Q;0
484;2;Passenger 484;female;37.9;4;4;Ticket 484;2.214.544.158.810.850;B12;C;0
485;1;Passenger 485;male;67.0;0;3;Ticket 485;20.475.656.730.277.500;F33;Q;0
486;2;Passenger 486;male;15.0;0;0;Ticket 486;7.279.848.409.939.670;G7;C;0
487;2;Passenger 487;female;13.6;4;0;Ticket 487;2.558.511.701.553.050;D56;S;0
488;1;Passenger 488;male;52.9;2;4;Ticket 488;6.763.992.904.220.670;D56;S;0
489;3;Passenger 489;male;69.7;1;2;Ticket 489;2.409.271.258.737.170;G7;Q;1
490;1;Passenger 490;male;71.5;2;1;Ticket 490;38.298.957.298.602.000;B12;S;0
491;2;Passenger 491;male;51.9;0;0;Ticket 491;13.284.085.715.414.500;B12;Q;0
492;2;Passenger 492;male;42.5;4;2;Ticket 492;242.989.153.248.965;E34;S;0
493;1;Passenger 493;male;27.2;4;3;Ticket 493;49.604.790.485.143.300;C85;C;0
494;3;Passenger 494;male;78.4;2;2;Ticket 494;34.489.195.956.024.800;C85;S;0
495;2;Passenger 495;male;26.3;2;4;Ticket 495;4.214.716.017.960.730;E34;C;1
496;2;Passenger 496;female;59.8;1;3;Ticket 496;21.034.956.524.747.000;C85;Q;1
497;2;Passenger 497;female;43.0;3;3;Ticket 497;3.850.911.569.472.980;D56;Q;0
498;1;Passenger 498;female;49.1;3;2;Ticket 498;2.505.204.060.595.430;E34;Q;0
499;2;Passenger 499;male;32.1;1;4;Ticket 499;6.584.103.535.841.120;E34;C;0
500;3;Passenger 500;male;77.2;3;0;Ticket 500;10.551.994.349.543.000;C85;Q;1
501;2;Passenger 501;female;46.2;0;2;Ticket 501;20.396.620.268.453.300;;Q;0
502;2;Passenger 502;female;75.1;3;0;Ticket 502;42.364.371.477.125.200;C85;C;0
503;3;Passenger 503;female;1.6;1;2;Ticket 503;1.764.016.951.400.250;F33;S;1
504;2;Passenger 504;male;46.2;3;0;Ticket 504;32.903.749.079.015.400;;Q;1
505;1;Passenger 505;female;57.7;4;2;Ticket 505;3.561.105.759.277.240;E34;S;1
506;1;Passenger 506;female;59.9;2;3;Ticket 506;295.160.265.273.729;;S;1
507;1;Passenger 507;male;72.5;0;1;Ticket 507;1.818.347.742.442.170;D56;Q;1
508;3;Passenger 508;female;1.3;4;3;Ticket 508;2.906.414.041.482.040;B12;Q;0
509;2;Passenger 509;male;1.0;4;0;Ticket 509;1.744.214.684.309.240;;C;0
510;1;Passenger 510;male;38.3;1;4;Ticket 510;46.517.500.583.245.900;F33;C;1
511;3;Passenger 511;male;3.3;2;3;Ticket 511;4.964.379.692.020.770;B12;Q;1
512;2;Passenger 512;female;78.0;2;1;Ticket 512;679.553.145.480.929;D56;S;1
513;3;Passenger 513;female;18.5;0;0;Ticket 513;40.812.449.998.848.300;F33;C;0
514;1;Passenger 514;male;38.3;1;3;Ticket 514;43.987.272.085.754.200;G7;C;0
515;1;Passenger 515;female;5.8;0;2;Ticket 515;15.440.815.714.198.300;B12;Q;0
516;1;Passenger 516;female;42.2;3;4;Ticket 516;32.689.700.216.638.600;G7;Q;0
517;3;Passenger 517;female;31.0;4;0;Ticket 517;16.785.783.618.280.500;D56;Q;0
518;3;Passenger 518;female;4.5;0;3;Ticket 518;19.876.986.404.326.300;B12;Q;1
519;1;Passenger 519;male;27.5;4;0;Ticket 519;13.474.592.114.831.400;B12;C;0
520;3;Passenger 520;female;31.9;1;2;Ticket 520;17.480.678.286.754.000;C85;C;1
521;1;Passenger 521;male;79.2;3;1;Ticket 521;20.829.669.829.033.800;F33;C;1
522;1;Passenger 522;male;17.4;1;3;Ticket 522;36.160.595.420.070.900;F33;S;0
523;2;Passenger 523;female;44.0;3;0;Ticket 523;258.210.416.146.222;;C;0
524;3;Passenger 524;male;79.0;3;0;Ticket 524;4.720.647.824.927.030;G7;C;0
525;1;Passenger 525;female;63.6;4;0;Ticket 525;2.573.079.495.019.380;G7;Q;1
526;1;Passenger 526;female;79.5;1;1;Ticket 526;25.401.881.970.285.300;F33;C;1
527;3;Passenger 527;male;77.5;1;0;Ticket 527;2.941.912.704.717.000;F33;C;1
528;2;Passenger 528;male;39.7;0;4;Ticket 528;46.049.750.810.676.500;B12;C;1
529;2;Passenger 529;male;56.0;1;4;Ticket 529;29.333.469.192.606.600;G7;Q;0
530;1;Passenger 530;male;9.7;0;0;Ticket 530;28.888.229.454.293.100;E34;C;1
531;3;Passenger 531;female;35.9;2;4;Ticket 531;42.754.681.462.133.800;C85;C;1
532;2;Passenger 532;female;64.9;2;3;Ticket 532;1.247.542.254.190.220;;S;1
533;3;Passenger 533;female;40.9;2;4;Ticket 533;438.764.712.519.349;C85;S;0
534;3;Passenger 534;male;56.5;1;0;Ticket 534;14.426.487.590.774.400;;S;1
535;1;Passenger 535;male;59.9;1;2;Ticket 535;3.675.650.414.211.960;D56;S;0
536;2;Passenger 536;male;21.0;0;3;Ticket 536;46.689.104.447.848.300;B12;Q;1
537;1;Passenger 537;female;70.2;3;1;Ticket 537;3.303.128.425.118.300;F33;S;0
538;2;Passenger 538;male;37.3;0;0;Ticket 538;22.231.947.577.032.100;F33;C;0
539;2;Passenger 539;female;17.6;2;1;Ticket 539;27.216.103.153.995.400;E34;S;0
540;2;Passenger 540;male;69.4;0;2;Ticket 540;4.604.563.375.947.010;G7;Q;0
541;2;Passenger 541;female;34.0;3;1;Ticket 541;2.377.966.302.323.290;G7;S;0
542;2;Passenger 542;female;60.3;1;0;Ticket 542;19.353.388.446.294.200;C85;S;1
543;3;Passenger 543;male;44.3;0;0;Ticket 543;34.646.143.030.773.700;C85;Q;0
544;1;Passenger 544;male;31.2;2;2;Ticket 544;2.435.094.405.202.470;C85;Q;0
545;3;Passenger 545;female;65.0;2;0;Ticket 545;6.655.093.213.399.330;G7;Q;0
546;2;Passenger 546;female;47.2;1;2;Ticket 546;11.106.454.560.857.800;F33;Q;0
547;1;Passenger 547;male;31.9;0;2;Ticket 547;369.228.868.256.439;G7;Q;0
548;2;Passenger 548;male;9.7;3;0;Ticket 548;28.927.530.215.574.300;C85;Q;0
549;1;Passenger 549;female;71.7;1;4;Ticket 549;3.129.045.922.297.440;B12;C;0
550;3;Passenger 550;male;3.8;0;2;Ticket 550;25.534.243.768.594.400;;S;1
551;1;Passenger 551;female;69.2;4;0;Ticket 551;40.946.555.583.629.400;F33;S;0
552;1;Passenger 552;female;29.4;2;4;Ticket 552;43.119.936.654.746.600;B12;Q;0
553;1;Passenger 553;male;51.5;3;2;Ticket 553;30.973.407.635.814.700;D56;Q;0
554;1;Passenger 554;male;73.9;3;4;Ticket 554;1.131.445.745.517.810;B12;C;1
555;1;Passenger 555;male;13.0;3;3;Ticket 555;34.913.867.959.512.900;B12;C;0
556;2;Passenger 556;male;45.8;2;3;Ticket 556;21.190.961.237.557.400;D56;Q;0
557;1;Passenger 557;male;61.4;0;4;Ticket 557;28.495.095.419.706.100;B12;C;0
558;1;Passenger 558;female;60.8;1;2;Ticket 558;32.629.489.799.934.700;;C;0
559;3;Passenger 559;female;42.5;0;0;Ticket 559;178.367.124.091.903;F33;Q;0
560;1;Passenger 560;male;50.4;1;1;Ticket 560;45.896.376.006.003.800;E34;Q;0
561;3;Passenger 561;male;60.8;3;0;Ticket 561;7.131.755.904.114.160;G7;Q;0
562;2;Passenger 562;male;67.4;0;1;Ticket 562;3.373.983.446.041.130;D56;Q;0
563;1;Passenger 563;female;61.2;3;1;Ticket 563;7.157.992.078.507.310;F33;S;0
564;3;Passenger 564;male;29.0;4;2;Ticket 564;4.627.022.971.755.640;C85;S;1
565;3;Passenger 565;male;79.7;3;4;Ticket 565;6.068.954.595.285.520;;Q;1
566;2;Passenger 566;female;35.3;3;0;Ticket 566;51.967.693.923.049.400;E34;C;0
567;1;Passenger 567;female;2.9;1;4;Ticket 567;16.983.877.836.086.000;;Q;0
568;1;Passenger 568;male;29.6;4;3;Ticket 568;1.899.153.115.893.440;;S;1
569;3;Passenger 569;male;11.1;3;2;Ticket 569;11.107.853.579.982.400;C85;C;1
570;1;Passenger 570;male;10.6;3;2;Ticket 570;29.463.522.215.892.600;E34;S;0
571;3;Passenger 571;female;23.2;4;3;Ticket 571;22.424.247.853.077.100;G7;Q;1
572;1;Passenger 572;male;5.2;4;0;Ticket 572;2.191.691.657.533.820;;S;0
573;3;Passenger 573;male;55.4;0;3;Ticket 573;1.632.277.708.163.730;C85;S;0
574;1;Passenger 574;male;6.8;1;0;Ticket 574;40.616.429.221.871.900;D56;S;0
575;2;Passenger 575;female;17.1;4;1;Ticket 575;34.640.225.975.662.400;C85;C;0
576;1;Passenger 576;female;8.3;4;2;Ticket 576;36.381.107.252.204.000;B12;S;0
577;1;Passenger 577;male;6.0;2;0;Ticket 577;3.505.678.774.213.440;F33;C;0
578;2;Passenger 578;male;22.2;4;4;Ticket 578;15.893.164.558.460.100;C85;Q;1
579;1;Passenger 579;female;46.2;1;4;Ticket 579;5.433.364.142.800.400;C85;Q;0
580;2;Passenger 580;female;77.2;3;2;Ticket 580;13.987.125.609.638.200;C85;S;0
581;1;Passenger 581;female;70.2;3;3;Ticket 581;41.673.372.359.165.300;G7;C;0
582;3;Passenger 582;female;70.2;3;3;Ticket 582;4.903.330.449.026.200;;Q;0
583;3;Passenger 583;female;14.9;3;0;Ticket 583;24.945.427.229.707.200;G7;C;0
584;1;Passenger 584;female;21.9;2;3;Ticket 584;9.801.675.686.905.890;E34;C;1
585;1;Passenger 585;female;7.0;4;2;Ticket 585;7.432.218.200.644.330;C85;S;0
586;1;Passenger 586;female;62.5;3;0;Ticket 586;16.442.988.478.155.100;C85;S;0
587;3;Passenger 587;female;6.5;0;1;Ticket 587;2.913.997.475.535.100;B12;C;1
588;1;Passenger 588;male;45.0;3;3;Ticket 588;4.217.135.467.363.040;B12;C;0
589;3;Passenger 589;male;20.6;4;3;Ticket 589;4.719.618.628.613.910;D56;S;1
590;2;Passenger 590;male;20.2;3;0;Ticket 590;18.571.641.827.577.800;D56;C;0
591;3;Passenger 591;female;79.3;2;4;Ticket 591;4.567.291.878.727.870;B12;S;0
592;3;Passenger 592;male;60.8;1;3;Ticket 592;3.913.582.923.647.250;E34;C;0
593;2;Passenger 593;female;67.1;1;2;Ticket 593;37.894.144.989.521.200;D56;S;0
